caminho_original;nome_original;nome_canonico;tipo_hint_path;tipo_final;contrato;numero;objeto;fora_escopo;confianca;tem_texto;tem_texto_util;len_texto;sha256;tamanho_bytes;raiz;status
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11265_DETRAN.pdf;empenho_11265_DETRAN.pdf;NE-2018-01380_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2018NE01380;Ordinario;0;1.00;1;1;1835;0bdcff963669190cbe8f7bb1a83d7da15aeb4fb3e8a5ad3aad71c4ae674f3209;70671;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11327_DETRAN.pdf;empenho_11327_DETRAN.pdf;NE-2019-00141_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00141;Ordinario;1;0.70;1;1;1831;e69cb7b563224b90806faa9036dd3863049c8feb8c65a6f8e9f6c3d66d8610a1;70199;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11231_DETRAN.pdf;empenho_11231_DETRAN.pdf;NE-2018-01393_CT-001.2015-SUSPEITO_Ordinario.pdf;NE;NE;001/2015;2018NE01393;Ordinario;0;1.00;1;1;1835;e240912d883131ef90f28980b35c23303495c34c46652c2d9dbf4fc63f4d4f31;70674;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11251_DETRAN.pdf;empenho_11251_DETRAN.pdf;NE-2018-01379_CT-025.2014_Ordinario.pdf;NE;NE;025/2014;2018NE01379;Ordinario;0;1.00;1;1;1824;fb484cc27b2aa965963977534b4dd5ceaac8b6ae4ff051508220b366747aab51;70660;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11325_DETRAN.pdf;empenho_11325_DETRAN.pdf;NE-2019-00142_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE00142;Ordinario;0;1.00;1;1;2017;2977622b8fa73ea139a7fb385174445c7203135600550de00e3673b606fba0bc;70629;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11544_DETRAN.pdf;empenho_11544_DETRAN.pdf;NE-2019-00244_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE00244;Ordinario;0;1.00;1;1;2099;c0a6bb115779b1fdf6a60dad5d12e22824f2c27f2f2cc98660afebb8e3824365;72050;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11076_DETRAN.pdf;empenho_11076_DETRAN.pdf;NE-2018-01377_CT-023.2014-SUSPEITO_Ordinario.pdf;NE;NE;023/2014;2018NE01377;Ordinario;0;1.00;1;1;1827;29d521549bddf9698b6a9025e37687c47cdf7ba5aeb99499939f22483f403ed8;70658;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11324_DETRAN.pdf;empenho_11324_DETRAN.pdf;NE-2019-00140_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE00140;Ordinario;0;1.00;1;1;2015;4ad7c80ec24dc961bb9e82b5b1f4f26e3451ed2bd187699a887c62dd5cdea6d2;70630;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11554_DETRAN.pdf;empenho_11554_DETRAN.pdf;NE-2019-00243_CT-025.2014_Ordinario.pdf;NE;NE;025/2014;2019NE00243;Ordinario;0;1.00;1;1;2000;a3f05015a0027248da59e18d363cb1ba75a1482ded5a0f8d2cbc7c16b5e6aa62;70786;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11514_DETRAN.pdf;empenho_11514_DETRAN.pdf;NE-2019-00224_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00224;Ordinario;1;0.70;1;1;2041;a6f7b76c6bdd53c1d02f30ceb0159a5bdb7d86ea47fca4eb9b487c125540060b;71300;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11508_DETRAN.pdf;empenho_11508_DETRAN.pdf;NE-2019-00225_CT-005.2016-SUSPEITO_Ordinario.pdf;NE;NE;005/2016;2019NE00225;Ordinario;0;1.00;1;1;2049;95a2ebfe817e27432a2631e72d172e719db8801ae387b01bc0e77e2f2899e7c7;72139;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11547_DETRAN.pdf;empenho_11547_DETRAN.pdf;NE-2019-00246_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00246;Ordinario;1;0.70;1;1;2088;54eb70f815bb03a8a2795f56fbf983d8381afd5de1fdfe90e6a423a58238f9a0;71078;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11781_DETRAN.pdf;empenho_11781_DETRAN.pdf;NE-2019-00576_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE00576;Ordinario;0;1.00;1;1;1883;f9a28ea5954dbec00b0b7deada28a80901771a6d91c372cd84345fc39a05bfc2;70490;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11564_DETRAN.pdf;empenho_11564_DETRAN.pdf;NE-2019-00247_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00247;Ordinario;1;0.70;1;1;2091;d4c17fa6ede7be6b962110fc173385f01e6253b121a53e2fe63f3b2e118321a6;73824;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11783_DETRAN.pdf;empenho_11783_DETRAN.pdf;NE-2019-00575_CT-027.2014_Ordinario.pdf;NE;NE;027/2014;2019NE00575;Ordinario;0;1.00;1;1;1882;34f278e9affa5ac1c76534ce96ca1806be5a894641bdf00e3ba1293ec61eb9ef;70837;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11841_DETRAN.pdf;empenho_11841_DETRAN.pdf;NE-2019-00604_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00604;Ordinario;1;0.70;1;1;1815;a5c43bd06d536204567aab752b0791c9493be844836656478c361a93b699ea1e;70240;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11774_DETRAN.pdf;empenho_11774_DETRAN.pdf;NE-2019-00571_CT-011.2016-SUSPEITO_Ordinario.pdf;NE;NE;011/2016;2019NE00571;Ordinario;0;1.00;1;1;1875;095cc6a9a51c64b67da9fd730ce145bb3e81d75de3b6c8d41857bf43985366f7;70814;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11769_DETRAN.pdf;empenho_11769_DETRAN.pdf;NE-2019-00572_CT-025.2014_Ordinario.pdf;NE;NE;025/2014;2019NE00572;Ordinario;0;1.00;1;1;1882;d4b1d6f2ebffb5071a3ac16e7bef97623a6add4fe2e52be398ed4a2a2e8d696b;70485;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11549_DETRAN.pdf;empenho_11549_DETRAN.pdf;NE-2019-00245_CT-011.2016-SUSPEITO_Ordinario.pdf;NE;NE;011/2016;2019NE00245;Ordinario;0;1.00;1;1;2011;78b7270be06c5070d8ccb157ac400bfdb6b843c2fb70d95e373377bc874d5dbe;71232;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12293_DETRAN.pdf;empenho_12293_DETRAN.pdf;NE-2019-01229_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01229;Ordinario;1;0.70;1;1;1815;470fa2b774b5c3462c2f9b870415ff3d4c68cec8b5a95931a31f354979d40ee3;70241;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12294_DETRAN.pdf;empenho_12294_DETRAN.pdf;NE-2019-01230_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01230;Ordinario;1;0.70;1;1;1815;56b3292271f2508d89bcc09578543068c39b4990997952ae956834d3d63e446f;70674;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12292_DETRAN.pdf;empenho_12292_DETRAN.pdf;NE-2019-01227_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01227;Ordinario;1;0.70;1;1;2097;a57f50b642bf26df66c4f2babe53b377bcc2027167ca153c7a54748ebdcf2a8d;72052;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12295_DETRAN.pdf;empenho_12295_DETRAN.pdf;NE-2019-01228_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01228;Ordinario;1;0.70;1;1;1815;b717530a7310fcc39966e8f6a85f1233f948e9d1753517ef97fcbce63c4938f1;70371;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12296_DETRAN.pdf;empenho_12296_DETRAN.pdf;NE-2019-01231_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE01231;Ordinario;0;1.00;1;1;1834;9e5c6a3580c6ea3bb0607e9f59a5d28b8b278852d3e68d4b74981a811fba16cb;70686;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12538_DETRAN.pdf;empenho_12538_DETRAN.pdf;NE-2020-00010_CT-005.2016-SUSPEITO_Ordinario.pdf;NE;NE;005/2016;2020NE00010;Ordinario;0;1.00;1;1;1868;e6ffd7d65b208657e8c686aa922570a0e153835f8a4f2bbfe57b1b851b71f2b9;70721;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12530_DETRAN.pdf;empenho_12530_DETRAN.pdf;NE-2020-00009_CT-004.2016_Ordinario.pdf;NE;NE;004/2016;2020NE00009;Ordinario;0;1.00;1;1;2107;3c8be71796d4b495db14436d54d58c95bfcae51df6b916f29884d6883c8da534;70581;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12497_DETRAN.pdf;empenho_12497_DETRAN.pdf;NE-2020-00006_CT-005.2016-SUSPEITO_Ordinario.pdf;NE;NE;005/2016;2020NE00006;Ordinario;0;1.00;1;1;2083;86805ddf79a3f4d9bed347a5dfde35dc8b86b5442ba073aea4076220a951e287;72220;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12554_DETRAN.pdf;empenho_12554_DETRAN.pdf;NE-2020-00013_CT-005.2016-SUSPEITO_Ordinario.pdf;NE;NE;005/2016;2020NE00013;Ordinario;0;1.00;1;1;2062;596caf18d0f29844748b71e11c438585faf355aa1312db1248055deb1ae771fa;71573;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12646_DETRAN.pdf;empenho_12646_DETRAN.pdf;NE-2020-00055_CT-014.2019-SUSPEITO_Ordinario.pdf;NE;NE;014/2019;2020NE00055;Ordinario;0;1.00;1;1;2058;2e6681e5a6599a57745a9e5f69e68cca13558e5650cf2b9f69638311eb0d8ae6;72769;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12647_DETRAN.pdf;empenho_12647_DETRAN.pdf;NE-2020-00057_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00057;Ordinario;1;0.70;1;1;2099;74f12c8d8c53b2f9eeb3da91957fa3804aaac19f502687b76fa3daa39698c542;71943;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_11842_DETRAN.pdf;empenho_11842_DETRAN.pdf;NE-2019-00603_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE00603;Ordinario;1;0.70;1;1;1819;6e8a25316661882a12aa60ab6b7a764e6da8509943b06077d5e8376ee75efce1;70658;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12651_DETRAN.pdf;empenho_12651_DETRAN.pdf;NE-2020-00058_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00058;Ordinario;1;0.70;1;1;2105;cadff26dd84b4ba540c1088ac741a1ab123f5e192298ca5f8907507b36b3fcbd;71943;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12595_DETRAN.pdf;empenho_12595_DETRAN.pdf;NE-2020-00025_CT-011.2016-SUSPEITO_Ordinario.pdf;NE;NE;011/2016;2020NE00025;Ordinario;0;1.00;1;1;2032;733f4631143062010a8209987aaa58dd95a0d5a15bace4dbe92f752585f15b0b;71094;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12567_DETRAN.pdf;empenho_12567_DETRAN.pdf;NE-2020-00020_CT-027.2014_Ordinario.pdf;NE;NE;027/2014;2020NE00020;Ordinario;0;1.00;1;1;2053;dacd892c74a29051c562d8523c8e1f2f738d0c018673235f23d936aa3e7acbb4;71405;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_1282_DETRAN.pdf;empenho_1282_DETRAN.pdf;NE-2015-00771_CT-indefinido_Ordinario.pdf;NE;NE;;2015NE00771;Ordinario;1;0.70;1;1;1764;3f37e5dd34cf04f061d0288c54f6662063bf0efb0eb0173d55af5f1f75ba40bb;70326;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12791_DETRAN.pdf;empenho_12791_DETRAN.pdf;NE-2019-01396_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01396;Ordinario;1;0.70;1;1;1863;40dac43cb7300afcd11f956e00695764efba01bb89da839d116667dae39ddf1a;70992;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12649_DETRAN.pdf;empenho_12649_DETRAN.pdf;NE-2020-00056_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00056;Ordinario;1;0.70;1;1;2016;f7367cfcab4d8f39c94afa7b96cc0aba3870efd0734106161dec86b7e1da1a54;70881;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12800_DETRAN.pdf;empenho_12800_DETRAN.pdf;NE-2019-01397_CT-indefinido_Ordinario.pdf;NE;NE;;2019NE01397;Ordinario;1;0.70;1;1;1861;ff29d185c585b92ae5fd8c67fd846e11c6113680c280897b978109a50972d08c;70565;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_13125_DETRAN.pdf;empenho_13125_DETRAN.pdf;NE-2020-00538_CT-indefinido_Ordinario.pdf;NE;NE;;2020NE00538;Ordinario;1;0.70;1;1;1799;774e105ccf9ff0f3d15f367ab8886d649b6ddd0165011138db014cc7feaf614a;70036;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12341_DETRAN.pdf;empenho_12341_DETRAN.pdf;NE-2019-01288_CT-022.2014_Ordinario.pdf;NE;NE;022/2014;2019NE01288;Ordinario;0;1.00;1;1;1926;d1f25fd201f54f0feae7c0ad5b690c0de16a6b40e0d978f0433b626857d412ee;71415;SPCF_EXTRACAO;OK
C:\Users\gabri\Desktop\PROJETO_PRODAM\SPCF_EXTRACAO\pdfs_empenhos\empenho_12796_DETRAN.pdf;empenho_12796_DETRAN.pdf;NE-2019-01391_CT-022.201-SUSPEITO_Ordinario.pdf;NE;NE;022/201;2019NE01391;Ordinario;0;1.00;1;1;1859;79c2940184726df3ee78a61820f9de1dd812b5bc3b4e478466b537ba5119441e;70716;SPCF_EXTRACAO;OK
